"","기업명","모집내용","지원자격","근무조건/근무지역","마감일/등록일"
"1437","스탭솔루션","면세점온라인쇼핑몰 전산운영 경력 채용(과장)
웹개발웹마스터프론트엔드SE(시스템엔지니어)데이터마이닝 외","3 ~ 10년
대학(2,3년)↑","정규직
서울 종로구
4,500만원","입사지원
채용시
(13일 전 등록)"
"1438","아산맨파워","[YTN/아카이브] 방송국 영상자료 관리자 채용
사무직문서작성사무보조사이트관리서류관리 외","신입 · 경력
학력무관","계약직 · 파견직
서울 마포구","입사지원
오늘마감
(12일 전 등록)"
"1439","핀커스코리아","Data Architect(DA) (차~부장) - 대기업 SI계열사
데이터엔지니어SI개발딥러닝머신러닝모델링 외","경력 10년↑
학력무관","정규직
서울 강남구","입사지원
~ 04/09(토)
(1일 전 등록)"
"1440","핀커스코리아","공공 SI PM/PL - 대기업 SI계열사
데이터엔지니어백엔드/서버개발앱개발웹개발유지보수 외","경력 7년↑
학력무관","정규직
서울 강남구","입사지원
~ 04/09(토)
(1일 전 등록)"
"1441","핀커스코리아","빅데이터 플랫폼 및 데이터 파이프라인 구축 - 대기업 IT 계열사
데이터분석가데이터엔지니어백엔드/서버개발웹개발SI개발 외","5 ~ 15년
학력무관","정규직
서울 강남구","입사지원
~ 04/09(토)
(1일 전 등록)"
"1442","에이치알비젼","[복지최고/대기업] GS홈쇼핑 본사 영상자료실 인제스트
홈쇼핑PD/AD/FD방송엔지니어뉴미디어영상자막 외
","경력무관
대학(2,3년)↑","계약직 · 파견직
서울 영등포구","입사지원
오늘마감
(5일 전 등록)"
"1443","에이치알포유","[임상진단 유망 스타트업] 서비스 개발 및 운영 관리(팀장/팀원)
백엔드/서버개발웹개발정보보안프론트엔드SE(시스템엔지니어) 외","경력 3년↑
대학교(4년)↑","정규직
서울 금천구","입사지원
~ 04/08(금)
(1일 전 등록)"
"1444","에이치알포유","[]SK그룹사 IT 대기업[] 커머스 웹 앱 기획
데이터분석가데이터엔지니어IT컨설팅ICT컨설팅검색엔진 외","경력 3년↑
대학교(4년)↑","정규직
서울 금천구","입사지원
~ 04/08(금)
(1일 전 등록)"
"1445","에이치알포유","[]SK그룹사 IT 대기업[] 제휴서비스 웹 앱 기획
데이터분석가데이터엔지니어IT컨설팅ICT컨설팅검색엔진 외","경력 3년↑
대학교(4년)↑","정규직
서울 금천구","입사지원
~ 04/08(금)
(1일 전 등록)"
"1446","에이치알포유","[인공지능 유망 스타트업] 데이터 사이언티스트(경력 5년 이상)
데이터엔지니어빅데이터클라우드AI(인공지능)AWS 외","신입 · 경력
석사↑","정규직
서울 금천구","입사지원
~ 04/08(금)
(1일 전 등록)"
"1447","에이치알포유","[]SK그룹사 IT 대기업[] 검색서비스 기획
데이터분석가데이터엔지니어IT컨설팅ICT컨설팅검색엔진 외","경력 3년↑
대학교(4년)↑","정규직
서울 금천구","입사지원
~ 04/08(금)
(1일 전 등록)"
"1448","에이치알포유","[]5대 그룹사 자동차 대기업[] 사이버보안(2명)
데이터분석가데이터엔지니어보안컨설팅QA/테스터SE(시스템엔지니어) 외","경력 3년↑
대학교(4년)↑","정규직
서울 금천구","입사지원
~ 04/08(금)
(2일 전 등록)"
"1449","피플케어코리아","Data Engineer 신입/경력 채용
데이터엔지니어C++GitJavascriptPython 외","신입 · 경력
학력무관","정규직
서울 강남구","입사지원
채용시
(1일 전 등록)"
"1450","맨파워그룹코리아
맨파워코리아그룹","[외국계 제약사]한국 MSD, Data Engineer 채용
데이터분석가데이터엔지니어빅데이터PythonSQL 외","3 ~ 5년
대학교(4년)↑","계약직
서울 중구","입사지원
~ 04/28(목)
(3일 전 등록)"
"1451","트리코니","[외국계 자동차] 정보시스템 관리 (2년이상)
기술지원데이터엔지니어유지보수R
","2 ~ 10년
대학교(4년)↑","정규직
서울 중구","입사지원
채용시
(2일 전 등록)"
"1452","코어포인트","데이터 분석 전문가(Data Analytics, Data Scientist) 채용(차장
데이터분석가데이터엔지니어데이터마이닝데이터시각화머신러닝 외","7 ~ 15년
대학교(4년)↑","정규직
서울 송파구","입사지원
~ 04/30(토)
(2일 전 등록)"
"1453","사람인에이치에스
다우키움그룹","[가산/카카오자회사] 케이앤웍스 RPA개발 정규직 채용(경력직)
데이터엔지니어앱개발웹개발웹마스터유지보수 외
","경력 2년↑
대학(2,3년)↑","정규직
서울 금천구","입사지원
상시채용
(17일 전 등록)"
"1454","파인스태프","[무신사/운영기획] IT지원및 운영기획지원업무 / 자율출근제등
데이터분석가데이터엔지니어백엔드/서버개발보안컨설팅웹개발 외
","경력무관
고졸↑","계약직 · 파견직
서울 성동구","입사지원
~ 05/01(일)
(2일 전 등록)"
"1455","에이치알니즈","[이커머스 유통 대기업] 데이터 엔지니어 (BI 웹개발) 채용
웹개발JavaPython모델링ETL 외","4 ~ 15년
대학교(4년)↑","정규직
서울 금천구","입사지원
~ 05/01(일)
(2일 전 등록)"
"1456","에이치알니즈","유명대기업] 데이터엔지니어 ETL 개발(대리~차장급) 채용
데이터마이닝DWETL데이터엔지니어모델링 외","5 ~ 15년
대학교(4년)↑","정규직
서울 금천구","입사지원
~ 05/01(일)
(2일 전 등록)"
"1457","우송에이치알컨설팅","[한화라이프랩] 본사 소속 일반직 전산지원부문 채용
기술지원데이터분석가데이터엔지니어보안컨설팅웹마스터 외","경력무관
대학교(4년)↑","정규직 · 계약직
서울 중구","입사지원
~ 05/01(일)
(2일 전 등록)"
"1458","파인스태프","[NICE그룹사/복지비지원/신입환영] 전산모니터링 업무
기술지원데이터엔지니어백엔드/서버개발보안컨설팅정보보안 외","경력무관
고졸↑","정규직 · 계약직
서울 강남구
3,000만원 (면접 후 협의)","입사지원
~ 04/10(일)
(2일 전 등록)"
"1459","유한회사 노박앤드파트너","독일 전기전력장비 제조사 전기엔지니어 채용
기술영업전장설계자동화라인메카트로닉스전기기사 외","경력 1년↑
학력무관","정규직
경기 이천시","입사지원
~ 04/08(금)
(2일 전 등록)"
"1460","커리어라이즈","[초우량 반도체 기업] 시스템 인프라 구축/운영 Engineer
반도체","경력 4년↑
대학교(4년)↑","정규직
서울 강남구","입사지원
채용시
(2일 전 등록)"
"1461","에스에프인촌","데이터 엔지니어 채용 - Global Leading Consulting Firm
데이터엔지니어딥러닝머신러닝빅데이터Django 외","경력 2년↑
대학교(4년)↑","정규직
서울 서초구","입사지원
~ 04/08(금)
(2일 전 등록)"
"1462","에스에프인촌","데이터분석가 채용 - Global Leading Consulting Firm
데이터분석가데이터엔지니어데이터시각화딥러닝머신러닝 외","경력 2년↑
대학교(4년)↑","정규직
서울 서초구","입사지원
~ 04/08(금)
(2일 전 등록)"
"1463","맨쉬컨설팅","전기/전력장치 기술영업 엔지니어 채용
기술영업","경력 7년↑
학력무관","정규직
서울 강남구","입사지원
~ 04/11(월)
(2일 전 등록)"
"1464","베스트네트워크","05. Data Engineer [유명IT기업]
데이터분석가DBA데이터마이닝빅데이터Hadoop 외","경력 2년↑
학력무관","정규직
서울 강남구","입사지원
~ 05/01(일)
(2일 전 등록)"
"1465","피플스카우트","[유명 스타트업]MLOps Engineer/신입사원 - 경력자
데이터엔지니어SE(시스템엔지니어)머신러닝JavascriptMariaDB 외","신입 · 경력
대학(2,3년)↑","정규직
서울 강남구","입사지원
~ 05/01(일)
(2일 전 등록)"
"1466","피플스카우트","[유명 스타트업]ML Service Engineer/신입사원 - 경력자
데이터엔지니어SE(시스템엔지니어)머신러닝JavascriptMariaDB 외","신입 · 경력
대학(2,3년)↑","정규직
서울 강남구","입사지원
~ 05/01(일)
(2일 전 등록)"
"1467","스카우트
스카우트그룹","[코스닥 플랜트회사] 다분야 엔지니어채용
기술엔지니어플랜트설계배관설계산업플랜트공정설계 외","경력무관
대학교(4년)↑","정규직
서울 강남구","입사지원
~ 05/01(일)
(2일 전 등록)"
"1468","아데코코리아","IE Engineer (외국계기업)
건물관리자기계기사","5 ~ 10년
대학교(4년)↑","정규직
서울 강남구","입사지원
~ 05/01(일)
(2일 전 등록)"
"1469","탑프로인사이트","TTS 엔지니어 : 머신러닝, 딥러닝[서초구]
딥러닝머신러닝TTS알고리즘C++ 외","경력 3년↑
대학(2,3년)↑","정규직
서울 서초구","입사지원
~ 04/11(월)
(6일 전 등록)"
"1470","탑프로인사이트","AI 신규서비스 기획(리드급)[서초동]
AI(인공지능)네트워크딥러닝빅데이터C++ 외","경력 8년↑
대학(2,3년)↑","정규직
서울 서초구","입사지원
~ 04/11(월)
(6일 전 등록)"
"1471","HR컨설팅그룹","[Global Company] Python 기반 Web crawling 개발(대리-차장급)
웹개발크롤링PythonSQLAPI 외","경력 4년↑
대학(2,3년)↑","정규직
서울 용산구","입사지원
~ 04/08(금)
(2일 전 등록)"
"1472","SMI","[서울 성동] 자사솔루션 개발 (프론트엔드)
백엔드/서버개발웹개발프론트엔드SE(시스템엔지니어)Windows 외","3 ~ 12년
대학교(4년)↑","정규직
서울 구로구","입사지원
~ 05/01(일)
(2일 전 등록)"
"1473","SMI","[서울 성동] 자사솔루션 개발 (백엔드)
백엔드/서버개발웹개발프론트엔드SE(시스템엔지니어)Windows 외","3 ~ 12년
대학교(4년)↑","정규직
서울 구로구","입사지원
~ 05/01(일)
(2일 전 등록)"
"1474","SMI","[서울 성동] 자사솔루션 개발 (차장~부장)
백엔드/서버개발웹개발프론트엔드SE(시스템엔지니어)Windows 외","10 ~ 15년
대학교(4년)↑","정규직
서울 구로구","입사지원
~ 05/01(일)
(2일 전 등록)"
"1475","키스템프그룹","KBS한국방송공사 뉴스영상콘텐츠부 KDNS입출력(인제스트)[여의도
기상캐스터포토그래퍼PD/AD/FDVJ방송엔지니어 외","경력무관
학력무관","계약직 · 파견직
서울 영등포구","입사지원
~ 04/07(목)
(4일 전 등록)"
"1476","에이스휴먼파워","[동대문/복지우수] 무신사 스토어 시스템 관리자 채용
기술지원데이터분석가데이터엔지니어백엔드/서버개발웹개발 외
","경력무관
고졸↑","계약직 · 파견직
서울 중구","입사지원
~ 04/08(금)
(3일 전 등록)"
"1477","한스컨설팅","송파구 위치 대기업 계열 인터넷 쇼핑몰 DBA 대리-과장급
데이터분석가데이터엔지니어DBASE(시스템엔지니어)검색엔진 외
","4 ~ 10년
대학교(4년)↑","정규직
서울 송파구
6,000만원","입사지원
채용시
(3일 전 등록)"
"1478","파인스태프","[무신사/운영기획]IT개발관련지식보유자/매월복지혜택지원
데이터분석가데이터엔지니어백엔드/서버개발보안컨설팅웹개발 외
","경력무관
고졸↑","계약직 · 파견직
서울 성동구","입사지원
~ 04/30(토)
(3일 전 등록)"
"1479","파인에이치알","대형 유통기업 전사 데이터 전략
데이터분석가데이터엔지니어IT컨설팅전략기획컨설턴트 외","9 ~ 15년
대학교(4년)↑","정규직
서울 종로구","입사지원
~ 04/11(월)
(3일 전 등록)"
"1480","KY컨설팅그룹","AI 지도데이터 전문기업 웹 그래픽 엔지니어
웹개발프론트엔드CSSHTMLJavascript 외","3 ~ 8년
학력무관","정규직
서울 마포구","입사지원
채용시
(3일 전 등록)"
"1481","FNR Consulting","eCommerce Data Scientist / 글로벌 소비재 기업
데이터분석가데이터엔지니어데이터라벨링데이터마이닝데이터시각화 외","경력 3년↑
대학교(4년)↑","정규직
서울 종로구","홈페이지 지원
채용시
(3일 전 등록)"
"1482","코리아휴먼리소시스","강남근무 콘텐츠번역 플랫폼 기업에서 데이터 엔지니어 채용건
데이터엔지니어인프라AWSHadoopJava 외","경력 5년↑
학력무관","정규직
서울 서초구","입사지원
~ 04/30(토)
(3일 전 등록)"
"1483","피플스카우트","[유명 스타트업]Date Engineer /신입사원 - 경력자
데이터엔지니어SE(시스템엔지니어)JavascriptMariaDBPython 외","신입 · 경력
대학(2,3년)↑","정규직
서울 강남구","입사지원
~ 04/30(토)
(3일 전 등록)"
"1484","사람인에이치에스
다우키움그룹","[4848이상/중구/공공기관]한국우편사업진흥원 모바일개발자 영입
백엔드/서버개발앱개발웹개발퍼블리셔프론트엔드 외
","경력 3년↑
학력무관","계약직 · 파견직
서울 중구
404만원","입사지원
채용시
(3일 전 등록)"
"1485","에스유스카우트","[AI 스타트업] Machine Learning Engineer
딥러닝머신러닝AI(인공지능)알고리즘Pandas 외","경력 3년↑
대학(2,3년)↑","정규직
서울 서초구","입사지원
~ 04/14(목)
(3일 전 등록)"
"1486","블루스타에이치알","(금융)서비스기획(매니저. 경력5~15년)-유명핀테크기업
MySQLSQL서비스기획컨설턴트금융컨설팅 외","경력 8년↑
대학교(4년)↑","정규직
서울 서초구","입사지원
~ 04/30(토)
(3일 전 등록)"
"1487","블루스타에이치알","Product Manager(서비스기획. 경력5~15년)-유명핀테크기업
경영기획서비스기획기획","5 ~ 15년
대학교(4년)↑","정규직
서울 서초구","입사지원
~ 04/30(토)
(3일 전 등록)"
"1488","에버브레인 컨설팅","외국계 환경전문기업 - Technical Support Engineer
대기환경기사폐기물처리기사환경플랜트","3 ~ 6년
대학교(4년)↑","정규직
서울 성동구","입사지원
채용시
(6일 전 등록)"
"1489","헬로서치","IT리더급 (데이터분석, 알고리즘 연구, 머신러닝, 딥러닝)
데이터분석가데이터엔지니어데이터시각화딥러닝머신러닝 외","경력 12년↑
대학교(4년)↑","정규직
서울 강남구","입사지원
~ 04/30(토)
(3일 전 등록)"
